title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
BlazBlue: Cross Tag Battle,NS,Fighting,Arc System Works,8.0,0.07,0.04,0.01,0.01,0.01,2018-06-05
Ultimate Marvel vs. Capcom 3,X360,Fighting,Capcom,8.3,0.07,0.0,0.04,0.03,0.0,2011-11-15
Boxing,PS,Fighting,Agetec,5.9,0.07,0.04,0.0,0.03,0.0,2001-05-14
Midway Arcade Treasures 3,GC,Misc,Midway Games,6.1,0.07,0.05,0.0,0.01,0.0,2005-10-26
Create,PC,Misc,Electronic Arts,6.0,0.06,0.04,0.0,0.01,0.0,2010-11-16
Rooms: The Main Building,Wii,Adventure,Hudson Soft,7.0,0.06,0.05,0.0,0.0,0.0,2010-03-23
Broken Sword II: The Smoking Mirror,PS,Adventure,Crave Entertainment,7.3,0.06,0.03,0.0,0.02,0.0,1999-11-14
Amazing Island,GC,Strategy,Sega,7.1,0.06,0.04,0.0,0.01,0.0,2004-08-25
PenPen TriIceLon,DC,Racing,Infogrames,5.8,0.06,0.0,0.06,0.0,0.0,1999-09-09
Cartoon Network: Battle Crashers,PS4,Action,GameMill Entertainment,1.5,0.06,0.05,0.0,0.0,0.01,2016-11-08
Tom Clancy's Splinter Cell: Double Agent,GC,Action,Ubisoft,5.6,0.06,0.04,0.0,0.01,0.0,2006-10-26
3D Lemmings,PS,Puzzle,Psygnosis,7.0,0.06,0.03,0.0,0.02,0.0,1995-11-01
Ivy the Kiwi?,Wii,Puzzle,Xseed Games,7.5,0.06,0.04,0.0,0.02,0.0,2010-08-24
One Piece: Pirate Warriors 3 - Deluxe Edition,NS,Action,Bandai Namco Entertainment,8.5,0.06,0.0,0.05,0.01,0.0,2018-05-11
Viewtiful Joe: Red Hot Rumble,GC,Action,Capcom,6.2,0.06,0.04,0.0,0.01,0.0,2005-11-08
Men of War: Assault Squad,PC,Strategy,1C Company,8.0,0.06,0.01,0.0,0.04,0.01,2011-02-25
BattleBots: Beyond the BattleBox,GBA,Action,Majesco,5.8,0.06,0.04,0.0,0.01,0.0,2002-12-10
MotoGP 10/11,X360,Racing,Capcom,6.0,0.06,0.0,0.0,0.05,0.01,2011-03-15
Cities XL 2012,PC,Strategy,Focus Home Interactive,6.0,0.06,0.01,0.0,0.05,0.01,2011-10-20
Neon Genesis Evangelion,N64,Action,Bandai,5.6,0.06,0.0,0.06,0.0,0.0,1999-06-25
The Saboteur,PC,Action,Electronic Arts,7.1,0.06,0.0,0.0,0.05,0.01,2009-12-08
Brave: A Warrior's Tale,Wii,Action,SouthPeak Interactive,4.7,0.06,0.05,0.0,0.0,0.0,2009-08-04
Vampire Rain: Altered Species,PS3,Action,Ignition Entertainment,3.5,0.06,0.05,0.0,0.0,0.01,2008-09-02
Resident Evil - Code: Veronica X,GC,Action,Capcom,5.6,0.06,0.05,0.0,0.01,0.0,2003-12-03
Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,Action,Capcom,5.6,0.06,0.05,0.0,0.02,0.0,2003-11-12
Brave: A Warrior's Tale,X360,Action,SouthPeak Interactive,4.4,0.06,0.05,0.0,0.01,0.0,2009-08-04
Fatal Frame,XB,Action,Tecmo,7.9,0.06,0.04,0.0,0.01,0.0,2002-11-22
X-Men: Destiny,DS,Action,Activision,2.0,0.06,0.05,0.0,0.01,0.0,2011-09-27
Atelier Iris 2: The Azoth Of Destiny,PS2,Role-Playing,NIS America,6.8,0.06,0.03,0.0,0.02,0.01,2006-04-25
From The Abyss,DS,Role-Playing,Aksys Games,7.3,0.06,0.06,0.0,0.0,0.0,2008-08-26
Lord of Magna: Maiden Heaven,3DS,Role-Playing,Xseed Games,7.0,0.06,0.0,0.06,0.0,0.0,2015-06-02
Cartoon Network: Battle Crashers,3DS,Action,GameMill Entertainment,3.5,0.06,0.04,0.0,0.01,0.01,2016-11-08
Alien Syndrome,Wii,Role-Playing,Sega,5.2,0.06,0.05,0.0,0.0,0.0,2007-07-24
Crimson Gem Saga,PSP,Role-Playing,Atlus,7.3,0.06,0.06,0.0,0.0,0.0,2009-05-26
IL-2 Sturmovik: Birds of Prey,DS,Simulation,505 Games,5.0,0.06,0.06,0.0,0.0,0.0,2009-09-08
Desert Strike Advance,GBA,Simulation,Electronic Arts,6.8,0.06,0.05,0.0,0.02,0.0,2002-05-08
Kabuki Warriors,XB,Action,Crave Entertainment,1.0,0.06,0.05,0.0,0.01,0.0,2001-11-19
Lost Kingdoms II,GC,Role-Playing,Activision,6.6,0.06,0.04,0.0,0.01,0.0,2003-05-21
Izuna 2: The Unemployed Ninja Returns,DS,Role-Playing,Atlus,6.9,0.06,0.05,0.0,0.0,0.0,2008-07-22
Generation of Chaos,PSP,Role-Playing,NIS America,5.9,0.06,0.05,0.0,0.0,0.0,2006-02-28
RPG Maker 3,PS2,Role-Playing,Agetec,7.0,0.06,0.03,0.0,0.02,0.01,2005-09-21
Disgaea 1 Complete,NS,Role-Playing,NIS America,8.0,0.06,0.03,0.01,0.01,0.0,2018-10-09
Octomania,Wii,Puzzle,Conspiracy Entertainment,6.7,0.06,0.06,0.0,0.0,0.0,2008-03-31
Bubble Bobble: Old & New,GBA,Puzzle,Empire Interactive,5.5,0.06,0.04,0.0,0.02,0.0,2004-09-28
Mana Khemia: Alchemists of Al-Revis,PS2,Role-Playing,NIS America,6.6,0.06,0.03,0.0,0.02,0.01,2008-04-01
Sudoku Ball Detective,DS,Puzzle,Playlogic Game Factory,5.0,0.06,0.06,0.0,0.0,0.0,2009-09-22
Dance Dance Revolution: Mario Mix (JP sales),GC,Simulation,Nintendo,7.5,0.06,0.0,0.05,0.0,0.0,2005-10-24
Zoo Tycoon 2,PC,Strategy,Microsoft Game Studios,7.2,0.06,0.0,0.0,0.05,0.01,2004-11-11
Age of Mythology: The Titans,PC,Strategy,Microsoft Game Studios,8.2,0.06,0.03,0.0,0.02,0.01,2003-09-30
Age of Empires Online,PC,Strategy,Microsoft Game Studios,7.0,0.06,0.01,0.0,0.04,0.01,2011-08-16
Vexx,GC,Platform,Acclaim Entertainment,6.4,0.06,0.05,0.0,0.01,0.0,2003-02-10
Monster Tale,DS,Platform,Majesco,7.7,0.06,0.06,0.0,0.0,0.0,2011-03-22
Kelly Slater's Pro Surfer,GC,Sports,Activision,8.0,0.06,0.05,0.0,0.01,0.0,2002-09-16
Aggressive Inline,XB,Sports,Acclaim Entertainment,9.0,0.06,0.05,0.0,0.01,0.0,2002-07-29
Call of Duty 2,PC,Shooter,Activision,7.0,0.06,0.0,0.0,0.05,0.01,2005-10-25
James Bond 007: Blood Stone,DS,Action,Activision,7.0,0.06,0.05,0.0,0.01,0.0,2010-11-02
Rayman: Hoodlum's Revenge,GBA,Platform,Ubisoft,6.2,0.06,0.05,0.0,0.02,0.0,2005-03-15
LEGO Bionicle,GBA,Platform,LEGO Media,6.4,0.06,0.04,0.0,0.02,0.0,2001-10-03
Blood Bowl,PC,Sports,SouthPeak Interactive,6.5,0.06,0.04,0.0,0.02,0.01,2010-01-26
Need for Speed: Shift,PC,Racing,Electronic Arts,8.3,0.06,0.0,0.0,0.05,0.01,2009-09-15
Wreckless: ThE YaKuza MisSiOns,GC,Racing,Activision,6.4,0.06,0.04,0.0,0.01,0.0,2002-11-13
Championship Surfer,PS,Sports,Mattel Interactive,7.2,0.06,0.03,0.0,0.02,0.0,2000-12-04
Disney Sports Skateboarding,GC,Sports,Konami,2.6,0.06,0.05,0.0,0.01,0.0,2002-11-17
Cel Damage,GC,Racing,Electronic Arts,6.0,0.06,0.05,0.0,0.01,0.0,2002-01-07
Hot Wheels: Burnin' Rubber,GBA,Racing,THQ,8.0,0.06,0.05,0.0,0.02,0.0,2001-11-21
FIFA 07 Soccer,DS,Sports,EA Sports,7.5,0.06,0.05,0.0,0.01,0.0,2006-10-03
Pro Evolution Soccer 2011,PC,Sports,Konami,6.0,0.06,0.0,0.0,0.05,0.01,2010-10-05
NBA Live 07,XB,Sports,EA Sports,6.4,0.06,0.04,0.0,0.01,0.0,2006-09-25
Aggressive Inline,GC,Sports,Acclaim Entertainment,8.9,0.06,0.04,0.0,0.01,0.0,2002-07-31
Unreal Tournament III,PC,Shooter,Midway Games,8.4,0.06,0.0,0.0,0.05,0.01,2007-11-19
Bionicle Heroes,DS,Shooter,Eidos Interactive,7.8,0.06,0.06,0.0,0.0,0.0,2006-11-14
Disney's Chicken Little: Ace In Action,DS,Shooter,Buena Vista,6.0,0.06,0.06,0.0,0.0,0.0,2006-11-09
Blur,PC,Racing,Activision,8.1,0.06,0.01,0.0,0.04,0.01,2010-05-25
Big Bang Mini,DS,Shooter,SouthPeak Interactive,8.0,0.06,0.05,0.0,0.0,0.0,2009-01-21
Spy Games: Elevator Mission,Wii,Shooter,Tommo,2.0,0.06,0.06,0.0,0.0,0.0,2007-11-16
Tom Clancy's Rainbow Six 3,GC,Shooter,Ubisoft,6.5,0.06,0.04,0.0,0.01,0.0,2004-06-17
Asterix and Obelix XXL2,NS,Action-Adventure,Microids,6.5,0.06,0.0,0.0,0.06,0.0,2018-11-29
Broken Sword: The Shadow of the Templars,GBA,Adventure,BAM! Entertainment,8.1,0.06,0.04,0.0,0.02,0.0,2002-03-17
Another Code R: A Journey into Lost Memories,Wii,Adventure,Nintendo,5.9,0.06,0.0,0.03,0.03,0.0,2009-06-26
S.T.A.L.K.E.R.: Call of Pripyat,PC,Shooter,Viva Media,8.0,0.06,0.0,0.0,0.05,0.01,2010-02-02
Bomberman Land,PSP,Misc,Hudson Entertainment,6.5,0.06,0.06,0.0,0.0,0.0,2008-01-29
Intellivision Lives!,GC,Misc,Crave Entertainment,6.4,0.06,0.05,0.0,0.01,0.0,2004-11-04
Hail to the Chimp,X360,Misc,Gamecock,7.0,0.06,0.05,0.0,0.0,0.0,2008-06-24
July,DC,Adventure,Fortyfive,4.8,0.06,0.0,0.06,0.0,0.0,1998-11-27
Catwoman,XB,Action,Electronic Arts,4.7,0.06,0.04,0.0,0.01,0.0,2004-07-20
Warriors Orochi 2,X360,Action,KOEI,4.6,0.06,0.04,0.01,0.0,0.0,2008-09-23
Resident Evil 2,GC,Action,Capcom,5.9,0.06,0.04,0.0,0.01,0.0,2003-01-16
Guilty Gear X: Advance Edition,GBA,Fighting,Sammy Corporation,7.3,0.06,0.04,0.0,0.02,0.0,2002-08-29
The Next BIG Thing,PC,Adventure,Focus Home Interactive,6.8,0.06,0.0,0.0,0.05,0.01,2011-04-21
Zatch Bell! Mamodo Battles,GC,Fighting,Bandai,7.0,0.06,0.05,0.0,0.01,0.0,2005-10-19
Animorphs: Shattered Reality,PS,Action,Infogrames,3.5,0.06,0.03,0.0,0.02,0.0,2000-09-06
Wonder Boy: The Dragon's Trap (Remake),NS,Platform,DotEmu,7.4,0.05,0.04,0.0,0.0,0.01,2017-04-18
Devil's Third,WiiU,Action,Nintendo,3.8,0.05,0.03,0.0,0.02,0.0,2015-12-11
Around the World in 80 Days,GBA,Action,Hip Interactive,3.5,0.05,0.03,0.0,0.01,0.0,2004-07-05
Activision Anthology,GBA,Misc,Activision,8.0,0.05,0.03,0.0,0.01,0.0,2003-12-08
Double Dragon Advance,GBA,Action,Atlus,7.9,0.05,0.03,0.0,0.01,0.0,2003-11-14
Disney's PK: Out of the Shadows,GC,Platform,Ubisoft,4.0,0.05,0.04,0.0,0.01,0.0,2002-12-03
Rave Master,GC,Fighting,Konami,6.8,0.05,0.0,0.05,0.0,0.0,2005-03-08
Fate/Unlimited Codes Portable,PSP,Fighting,Capcom,7.6,0.05,0.0,0.05,0.0,0.0,2009-06-18
ESPN Great Outdoor Games Bass 2002,GBA,Sports,Konami,5.5,0.05,0.03,0.0,0.01,0.0,2001-11-29
DuckTales: Remastered,PS3,Platform,Capcom,8.6,0.05,0.01,0.0,0.04,0.01,2013-08-13
Rogue Ops,GC,Action,Kemco,6.1,0.05,0.04,0.0,0.01,0.0,2003-10-29
Blues Brothers 2000,N64,Platform,Titus,4.9,0.05,0.04,0.0,0.01,0.0,2000-11-16
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,Fighting,Capcom,6.9,0.05,0.0,0.05,0.0,0.0,2001-06-14
TNA iMPACT: Cross the Line,PSP,Fighting,SouthPeak Interactive,3.5,0.05,0.05,0.0,0.0,0.0,2010-06-22
Rock of the Dead,X360,Shooter,Conspiracy Entertainment,5.0,0.05,0.04,0.0,0.0,0.0,2010-10-19
Bad Boys: Miami Takedown,GC,Shooter,Crave Entertainment,4.3,0.05,0.03,0.0,0.01,0.0,2004-09-14
The Typing of the Dead,DC,Shooter,Sega,8.6,0.05,0.0,0.05,0.0,0.0,2001-01-23
Rez,PS2,Shooter,Sega,9.0,0.05,0.03,0.0,0.02,0.01,2002-01-07
Singularity,PC,Shooter,Activision,7.5,0.05,0.0,0.0,0.04,0.01,2010-06-29
Moon,DS,Shooter,Mastiff,6.7,0.05,0.04,0.0,0.0,0.0,2009-01-13
Philosoma,PS,Shooter,Sony Computer Entertainment,5.0,0.05,0.03,0.0,0.02,0.0,1996-02-26
Legend of Kay,PS2,Action,Capcom,7.2,0.05,0.03,0.0,0.02,0.01,2005-09-21
Jenga World Tour,Wii,Misc,Atari,2.0,0.05,0.05,0.0,0.0,0.0,2007-12-07
Activision Hits: Remixed,PSP,Misc,Activision,7.4,0.05,0.05,0.0,0.0,0.0,2006-11-08
Shrek Super Party,GC,Misc,TDK Mediactive,4.9,0.05,0.04,0.0,0.01,0.0,2003-05-30
Disney's Party,GC,Misc,Electronic Arts,4.4,0.05,0.04,0.0,0.01,0.0,2003-09-16
Sega 3D Classics Collection,3DS,Misc,Sega,7.0,0.05,0.05,0.0,0.0,0.01,2016-04-26
Second Sight,GC,Adventure,Codemasters,7.9,0.05,0.04,0.0,0.01,0.0,2004-09-21
Back to the Future: The Game,Wii,Adventure,Telltale Games,7.0,0.05,0.05,0.0,0.0,0.0,2011-10-25
LEGO Indiana Jones 2: The Adventure Continues,PC,Adventure,LucasArts,6.8,0.05,0.02,0.0,0.03,0.01,2009-11-17
Major Minor's Majestic March,Wii,Misc,Majesco,4.5,0.05,0.05,0.0,0.0,0.0,2009-04-02
Hail to the Chimp,PS3,Misc,Gamecock,7.0,0.05,0.05,0.0,0.0,0.01,2008-06-24
World Series of Poker: Tournament of Champions 2007 Edition,Wii,Misc,Activision,4.6,0.05,0.04,0.0,0.0,0.0,2006-12-12
Cartoon Network Block Party,GBA,Misc,Majesco,4.0,0.05,0.03,0.0,0.01,0.0,2004-08-05
World Series of Poker,GC,Misc,Activision,4.7,0.05,0.04,0.0,0.01,0.0,2005-09-14
Unsolved Crimes,DS,Adventure,Atari,6.0,0.05,0.04,0.0,0.01,0.0,2008-09-30
LEGO Harry Potter: Years 1-4,PC,Adventure,Warner Bros. Interactive,8.2,0.05,0.04,0.0,0.01,0.01,2010-06-29
King Arthur,XB,Adventure,Konami,6.5,0.05,0.04,0.0,0.01,0.0,2004-11-16
The Sims,PC,Simulation,Maxis,8.9,0.05,0.01,0.0,0.03,0.0,2000-01-31
Drill Dozer,GBA,Platform,Nintendo,7.9,0.05,0.04,0.0,0.01,0.0,2006-02-06
Death Jr. II: Root of Evil,PSP,Platform,Konami,6.9,0.05,0.05,0.0,0.0,0.0,2006-10-31
Owlboy,NS,Platform,Soedesco,9.0,0.05,0.03,0.0,0.01,0.01,2018-05-29
Air Conflicts: Aces of World War II,PSP,Simulation,Graffiti,3.3,0.05,0.05,0.0,0.0,0.0,2009-04-07
Zapper: One Wicked Cricket!,XB,Platform,Infogrames,5.2,0.05,0.04,0.0,0.01,0.0,2002-11-03
Hellblade: Senua's Sacrifice,PS4,Action-Adventure,505 Games,8.3,0.05,0.03,0.0,0.01,0.01,2018-12-04
Top Spin 2,DS,Sports,2K Sports,5.2,0.05,0.05,0.0,0.0,0.0,2006-03-29
NBA 2K,DC,Sports,Sega,8.9,0.05,0.0,0.05,0.0,0.0,1999-11-10
IL-2 Sturmovik: Cliffs of Dover,PC,Simulation,Ubisoft,5.0,0.05,0.0,0.0,0.05,0.01,2011-04-26
Air Traffic Chaos,DS,Simulation,Majesco,6.8,0.05,0.05,0.0,0.0,0.0,2008-09-09
Armored Core: Formula Front Extreme Battle,PSP,Simulation,Agetec,6.7,0.05,0.05,0.0,0.0,0.0,2005-12-15
Bottom of the 9th '99,PS,Sports,Konami,5.0,0.05,0.03,0.0,0.02,0.0,1998-07-01
All Star Tennis 99,N64,Sports,Ubisoft,5.1,0.05,0.04,0.0,0.01,0.0,1999-08-31
2002 FIFA World Cup,GC,Sports,EA Sports,7.4,0.05,0.04,0.0,0.01,0.0,2002-04-30
FIFA Soccer 2004,GBA,Sports,EA Sports,8.5,0.05,0.04,0.0,0.01,0.0,2003-11-04
Virtua Striker 2002,GC,Sports,Sega,6.6,0.05,0.01,0.03,0.0,0.0,2002-05-20
American Bass Challenge,GBA,Sports,Ubisoft,6.7,0.05,0.03,0.0,0.01,0.0,2001-12-05
FIFA Soccer 2003,GBA,Sports,EA Sports,6.9,0.05,0.04,0.0,0.01,0.0,2002-11-19
Ivy the Kiwi?,DS,Puzzle,Xseed Games,7.3,0.05,0.04,0.0,0.0,0.0,2010-08-24
Super Bubble Pop,GC,Puzzle,Jaleco,4.2,0.05,0.04,0.0,0.01,0.0,2003-01-03
ZooCube,GBA,Puzzle,Acclaim Entertainment,8.6,0.05,0.03,0.0,0.01,0.0,2002-05-14
Barnyard,GBA,Action,THQ,5.6,0.05,0.03,0.0,0.01,0.0,2006-08-01
The Grim Adventures Of Billy & Mandy,Wii,Action,Midway Games,6.6,0.05,0.04,0.0,0.0,0.0,2006-11-16
Fatal Frame II: Crimson Butterfly Director's Cut,XB,Action,Tecmo,8.7,0.05,0.04,0.0,0.01,0.0,2004-11-01
Captain America: Super Soldier,Wii,Action,Sega,6.0,0.05,0.05,0.0,0.0,0.0,2011-07-19
F1 2010,PC,Racing,Codemasters,8.0,0.05,0.0,0.0,0.05,0.01,2010-09-22
GRID,DS,Racing,Codemasters,7.9,0.05,0.04,0.0,0.0,0.0,2008-08-05
Need for Speed Carbon,PC,Racing,Electronic Arts,7.9,0.05,0.0,0.0,0.04,0.01,2006-10-31
Battle Chasers: Nightwar,NS,Role-Playing,THQ Nordic,8.5,0.05,0.03,0.0,0.01,0.0,2018-05-15
Venetica,PC,Role-Playing,Atari,6.0,0.05,0.0,0.0,0.04,0.01,2011-01-11
Summoner: A Goddess Reborn,GC,Role-Playing,THQ,8.0,0.05,0.04,0.0,0.01,0.0,2003-01-31
I am Setsuna,NS,Role-Playing,Square Enix,7.0,0.05,0.0,0.05,0.0,0.0,2017-03-03
DiRT 2,PC,Racing,Codemasters,9.0,0.05,0.0,0.0,0.04,0.01,2009-09-08
Black Sigil: Blade of the Exiled,DS,Role-Playing,Graffiti,6.0,0.05,0.05,0.0,0.0,0.0,2009-06-09
GrimGrimoire,PS2,Strategy,NIS America,7.7,0.05,0.01,0.03,0.01,0.0,2007-06-26
Worms Reloaded,PC,Strategy,Team17 Software,8.5,0.05,0.0,0.0,0.04,0.01,2010-08-26
Dual Hearts,PS2,Role-Playing,Atlus,7.5,0.05,0.03,0.0,0.02,0.01,2002-09-23
Medabots: Infinity,GC,Role-Playing,Natsume,5.4,0.05,0.04,0.0,0.01,0.0,2003-12-14
Rhapsody: A Musical Adventure,DS,Role-Playing,NIS America,6.7,0.05,0.05,0.0,0.0,0.0,2008-09-23
The Nightmare of Druaga: Fushigino Dungeon,PS2,Role-Playing,Namco,6.4,0.05,0.03,0.0,0.02,0.01,2004-10-26
Hunted: The Demon's Forge,PC,Role-Playing,Bethesda Softworks,6.1,0.05,0.03,0.0,0.01,0.0,2011-05-31
Monster 4x4: Masters of Metal,GC,Racing,Ubisoft,5.1,0.05,0.04,0.0,0.01,0.0,2003-12-10
The Lord of the Rings: The Battle for Middle-Earth II,X360,Strategy,Electronic Arts,8.0,0.05,0.0,0.0,0.04,0.0,2006-07-05
Ys: The Ark of Napishtim,PSP,Role-Playing,Konami,6.1,0.05,0.04,0.0,0.0,0.0,2006-02-28
Assassin's Creed: Altair's Chronicles,DS,Action,Ubisoft,5.7,0.05,0.03,0.0,0.01,0.0,2008-02-05
MLB SlugFest 20-04,GC,Sports,Midway Games,8.0,0.04,0.03,0.0,0.01,0.0,2003-03-16
The Ant Bully,GBA,Platform,Midway Games,5.2,0.04,0.03,0.0,0.01,0.0,2006-07-24
Scaler,GC,Platform,Global Star Software,7.3,0.04,0.03,0.0,0.01,0.0,2004-11-17
Company of Heroes,PC,Strategy,THQ,9.4,0.04,0.0,0.0,0.04,0.0,2006-09-13
Supreme Commander,PC,Strategy,THQ,8.7,0.04,0.0,0.0,0.04,0.01,2007-02-20
James Cameron's Avatar: The Game,PC,Action,Ubisoft,6.4,0.04,0.0,0.0,0.04,0.0,2009-12-01
Pocket Pool,PSP,Action,Eidos Interactive,3.4,0.04,0.04,0.0,0.0,0.0,2007-04-18
Sine Mora EX,NS,Action,THQ Nordic,8.0,0.04,0.0,0.0,0.04,0.0,2017-09-26
Empire Earth III,PC,Strategy,Sierra Entertainment,4.8,0.04,0.0,0.0,0.03,0.0,2007-11-06
Rhapsody: A Musical Adventure,PS,Role-Playing,Atlus,6.7,0.04,0.02,0.0,0.01,0.0,2000-03-30
East India Company,PC,Strategy,Paradox Interactive,7.4,0.04,0.03,0.0,0.0,0.0,2009-07-31
Patrician IV,PC,Strategy,Kalypso,6.7,0.04,0.03,0.0,0.0,0.0,2010-09-14
Boktai 2: Solar Boy Django,GBA,Role-Playing,Konami,7.9,0.04,0.03,0.0,0.01,0.0,2004-10-19
Supreme Commander: Forged Alliance,PC,Strategy,THQ,8.1,0.04,0.01,0.0,0.02,0.0,2007-11-06
Tropico 3,PC,Strategy,Kalypso,8.1,0.04,0.0,0.0,0.04,0.01,2009-10-20
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,Role-Playing,NIS America,6.6,0.04,0.0,0.04,0.0,0.0,2008-04-01
Breath of Fire III,PSP,Role-Playing,Capcom,6.0,0.04,0.0,0.0,0.03,0.01,2016-02-09
Lost Sphear,NS,Role-Playing,Square Enix,6.5,0.04,0.0,0.02,0.02,0.0,2018-01-23
Advance Guardian Heroes,GBA,Role-Playing,Ubisoft,7.0,0.04,0.03,0.0,0.01,0.0,2004-09-14
Langrisser: Re:Incarnation Tensei,3DS,Role-Playing,Aksys Games,1.5,0.04,0.03,0.01,0.0,0.0,2016-04-19
Chaos Wars,PS2,Strategy,O~3 Entertainment,6.8,0.04,0.0,0.04,0.0,0.0,2008-06-03
Metal Gear Solid: Digital Graphic Novel,PSP,Misc,Konami,7.6,0.04,0.02,0.02,0.0,0.0,2006-06-13
Bomberman: Act Zero,X360,Puzzle,Konami,3.5,0.04,0.04,0.0,0.0,0.0,2006-08-29
Fading Shadows,PSP,Puzzle,Agetec,7.0,0.04,0.03,0.0,0.0,0.0,2008-07-03
Meteos: Disney Magic,DS,Puzzle,Disney Interactive Studios,7.3,0.04,0.01,0.0,0.02,0.0,2007-02-20
Big Mutha Truckers,GBA,Racing,DSI Games,5.0,0.04,0.03,0.0,0.01,0.0,2005-11-09
Napoleon Dynamite: The Game,PSP,Puzzle,Crave Entertainment,4.3,0.04,0.03,0.0,0.0,0.0,2007-10-23
Steambot Chronicles,PS2,Role-Playing,Atlus,7.2,0.04,0.02,0.0,0.01,0.0,2006-05-23
Denki Blocks!,GBA,Puzzle,Majesco,8.0,0.04,0.03,0.0,0.01,0.0,2001-10-30
Ballistic,PS,Puzzle,Atari,7.9,0.04,0.02,0.0,0.01,0.0,1999-10-31
GRID,PC,Racing,Codemasters,8.7,0.04,0.0,0.0,0.03,0.01,2008-06-03
Chessmaster,GBA,Misc,Ubisoft,7.5,0.04,0.03,0.0,0.01,0.0,2002-08-28
You Don't Know Jack,PC,Misc,Sierra Entertainment,9.2,0.04,0.04,0.0,0.0,0.0,1995-09-30
Blade Strangers,NS,Fighting,Nicalis,8.3,0.04,0.03,0.0,0.0,0.0,2018-08-28
Pure Farming 2018,PS4,Simulation,Techland,7.0,0.04,0.02,0.0,0.01,0.01,2018-03-13
Heatseeker,PSP,Simulation,Codemasters,4.8,0.04,0.04,0.0,0.0,0.0,2007-05-08
Assassin's Creed Rogue Remastered,XOne,Action-Adventure,Ubisoft,6.0,0.04,0.0,0.0,0.03,0.0,2018-03-20
Monster Boy and the Cursed Kingdom,NS,Action-Adventure,FDG Entertainment,8.0,0.04,0.03,0.0,0.0,0.0,2018-11-06
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,Action-Adventure,D3Publisher,2.8,0.04,0.02,0.0,0.02,0.0,2013-12-12
RollerCoaster Tycoon,PC,Simulation,Microprose,8.7,0.04,0.02,0.0,0.02,0.0,1999-03-31
King Arthur,GC,Adventure,Konami,6.6,0.04,0.03,0.0,0.01,0.0,2004-11-18
Doom,PC,Shooter,id Software,8.0,0.04,0.04,0.0,0.0,0.0,1993-12-10
Dark Arena,GBA,Shooter,Majesco,6.8,0.04,0.03,0.0,0.01,0.0,2002-01-18
The Movies,PC,Simulation,Lionhead Studios,8.2,0.04,0.01,0.0,0.03,0.0,2005-11-08
Bionicle Heroes,Wii,Shooter,Eidos Interactive,4.7,0.04,0.03,0.0,0.0,0.0,2007-04-24
Halo: Combat Evolved,PC,Shooter,Microsoft Game Studios,8.6,0.04,0.02,0.0,0.02,0.0,2003-09-30
Conflict: Desert Storm II - Back to Bagdhad,GC,Shooter,Gotham Games,6.9,0.04,0.03,0.0,0.01,0.0,2004-01-07
Castle of Shikigami III,Wii,Shooter,Aksys Games,7.2,0.04,0.04,0.0,0.0,0.0,2008-05-13
Wolfenstein,PC,Shooter,Activision,6.5,0.04,0.01,0.0,0.03,0.01,2009-08-18
Jerry Rice and Nitus' Dog Football,Wii,Sports,Tommo,7.0,0.04,0.04,0.0,0.0,0.0,2011-08-16
Stoked: Big Air Edition,X360,Sports,Destineer,8.6,0.04,0.02,0.0,0.02,0.0,2009-11-23
Evolution Skateboarding,GC,Sports,Konami,4.8,0.04,0.03,0.0,0.01,0.0,2002-11-17
Doom II,GBA,Shooter,Activision,8.1,0.04,0.03,0.0,0.01,0.0,2002-10-28
Prey,PC,Shooter,2K Games,8.5,0.04,0.0,0.0,0.04,0.0,2006-07-11
Metal Slug XX,PSP,Shooter,Atlus,6.9,0.04,0.03,0.0,0.0,0.01,2010-02-23
Tom Clancy's Ghost Recon Wildlands,PC,Shooter,Ubisoft,7.4,0.04,0.0,0.0,0.04,0.0,2017-03-07
C.O.R.E.,DS,Shooter,Graffiti,4.4,0.04,0.03,0.0,0.0,0.0,2009-08-11
Mafia,PC,Action,Gathering of Developers,9.2,0.04,0.0,0.0,0.04,0.0,2002-08-28
Trine 2: Director's Cut,WiiU,Platform,Frozenbyte,7.8,0.04,0.0,0.0,0.04,0.0,2012-11-18
FIFA World Cup Germany 2006,DS,Sports,EA Sports,7.3,0.04,0.03,0.0,0.0,0.0,2006-04-24
Adidas Power Soccer,PS,Sports,Psygnosis,7.0,0.04,0.02,0.0,0.01,0.0,1996-08-31
Aegis of Earth: Protonovus Assault,PS4,Action,Aksys Games,4.0,0.04,0.03,0.0,0.01,0.01,2016-03-15
Dead Head Fred,PSP,Action,D3 Publisher,7.6,0.04,0.04,0.0,0.0,0.0,2007-08-28
The Invincible Iron Man,GBA,Action,Activision,6.4,0.04,0.03,0.0,0.01,0.0,2002-12-15
Saints Row 2,PC,Action,THQ,6.6,0.04,0.0,0.0,0.03,0.01,2009-01-05
Astro Boy: The Video Game,PSP,Action,D3 Publisher,7.0,0.04,0.04,0.0,0.0,0.0,2009-10-20
All Points Bulletin,PC,Action,Electronic Arts,7.0,0.04,0.0,0.0,0.03,0.01,2010-06-29
